CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,depth
AT-26-30,,,,GA05MOAS-GL494-00-ENG000000,1,1,2015-03-14T11:00:00,2015-03-24T00:00:00,N00278,A01219,OL000109,-42.92276,-42.45593,,
AT-26-30,,,,GA05MOAS-GL494-01-FLORDM000,1,1,2015-03-14T11:00:00,2015-03-24T00:00:00,N00278,A01219,N00401,-42.92276,-42.45593,,
AT-26-30,,,,GA05MOAS-GL494-02-DOSTAM000,1,1,2015-03-14T11:00:00,2015-03-24T00:00:00,N00278,A01219,N00403,-42.92276,-42.45593,,
AT-26-30,,,,GA05MOAS-GL494-04-CTDGVM000,1,1,2015-03-14T11:00:00,2015-03-24T00:00:00,N00278,A01219,N00402,-42.92276,-42.45593,,
AT-30-01,,,,GA05MOAS-GL495-00-ENG000000,1,1,2015-08-17T14:02:00,2015-11-05T00:00:00,N00278,A01218,OL000110,59.86108,-39.11333,,
AT-30-01,,,,GA05MOAS-GL495-01-FLORDM000,1,1,2015-08-17T14:02:00,2015-11-05T00:00:00,N00278,A01218,N00542,59.86108,-39.11333,,
AT-30-01,,,,GA05MOAS-GL495-02-DOSTAM000,1,1,2015-08-17T14:02:00,2015-11-05T00:00:00,N00278,A01218,N00541,59.86108,-39.11333,,
AT-30-01,,,,GA05MOAS-GL495-04-CTDGVM000,1,1,2015-08-17T14:02:00,2015-11-05T00:00:00,N00278,A01218,N00540,59.86108,-39.11333,,
AT-26-30,,,,GA05MOAS-GL496-00-ENG000000,1,1,2015-03-14T11:00:00,2016-03-16T00:00:00,N00278,A01203,OL000111,-42.92276,-42.45593,,
AT-26-30,,,,GA05MOAS-GL496-01-FLORDM000,1,1,2015-03-14T11:00:00,2016-03-16T00:00:00,N00278,A01203,N00410,-42.92276,-42.45593,,
AT-26-30,,,,GA05MOAS-GL496-02-DOSTAM000,1,1,2015-03-14T11:00:00,2016-03-16T00:00:00,N00278,A01203,N00412,-42.92276,-42.45593,,
AT-26-30,,,,GA05MOAS-GL496-04-CTDGVM000,1,1,2015-03-14T11:00:00,2016-03-16T00:00:00,N00278,A01203,N00411,-42.92276,-42.45593,,
NBP-15-10,,,,GA05MOAS-GL538-00-ENG000000,1,1,2015-11-24T17:30:00,,N00278,A01433,OL000112,-42.585,-42.66667,,
NBP-15-10,,,,GA05MOAS-GL538-01-FLORDM000,1,1,2015-11-24T17:30:00,,N00278,A01433,OL000113,-42.585,-42.66667,,
NBP-15-10,,,,GA05MOAS-GL538-02-DOSTAM000,1,1,2015-11-24T17:30:00,,N00278,A01433,OL000114,-42.585,-42.66667,,
NBP-15-10,,,,GA05MOAS-GL538-04-CTDGVM000,1,1,2015-11-24T17:30:00,,N00278,A01433,OL000115,-42.585,-42.66667,,
NBP-15-10,,,,GA05MOAS-PG562-00-ENG000000,1,1,2015-11-24T21:30:00,,N00278,A01725,OL000159,-42.57167,-42.65667,,
NBP-15-10,,,,GA05MOAS-PG562-01-CTDGVM000,1,1,2015-11-24T21:30:00,,N00278,A01725,OL000153,-42.57167,-42.65667,,
NBP-15-10,,,,GA05MOAS-PG562-02-DOSTAM000,1,1,2015-11-24T21:30:00,,N00278,A01725,OL000154,-42.57167,-42.65667,,
NBP-15-10,,,,GA05MOAS-PG562-03-FLORTM000,1,1,2015-11-24T21:30:00,,N00278,A01725,OL000157,-42.57167,-42.65667,,
NBP-15-10,,,,GA05MOAS-PG562-04-FLORTO000,1,1,2015-11-24T21:30:00,,N00278,A01725,OL000158,-42.57167,-42.65667,,
NBP-15-10,,,,GA05MOAS-PG562-05-NUTNRM000,1,1,2015-11-24T21:30:00,,N00278,A01725,OL000155,-42.57167,-42.65667,,
NBP-15-10,,,,GA05MOAS-PG562-06-PARADM000,1,1,2015-11-24T21:30:00,,N00278,A01725,OL000156,-42.57167,-42.65667,,
NBP-15-10,,,,GA05MOAS-PG563-00-ENG000000,1,1,2015-11-24T21:47:00,2016-05-02T00:00:00,N00278,A01726,OL000166,-42.58833,-42.645,,
NBP-15-10,,,,GA05MOAS-PG563-01-CTDGVM000,1,1,2015-11-24T21:47:00,2016-05-02T00:00:00,N00278,A01726,OL000160,-42.58833,-42.645,,
NBP-15-10,,,,GA05MOAS-PG563-02-DOSTAM000,1,1,2015-11-24T21:47:00,2016-05-02T00:00:00,N00278,A01726,OL000161,-42.58833,-42.645,,
NBP-15-10,,,,GA05MOAS-PG563-03-FLORTM000,1,1,2015-11-24T21:47:00,2016-05-02T00:00:00,N00278,A01726,OL000164,-42.58833,-42.645,,
NBP-15-10,,,,GA05MOAS-PG563-04-FLORTO000,1,1,2015-11-24T21:47:00,2016-05-02T00:00:00,N00278,A01726,OL000165,-42.58833,-42.645,,
NBP-15-10,,,,GA05MOAS-PG563-05-NUTNRM000,1,1,2015-11-24T21:47:00,2016-05-02T00:00:00,N00278,A01726,OL000162,-42.58833,-42.645,,
NBP-15-10,,,,GA05MOAS-PG563-06-PARADM000,1,1,2015-11-24T21:47:00,2016-05-02T00:00:00,N00278,A01726,OL000163,-42.58833,-42.645,,
