deploymentNumber,Reference Designator,sensor.uid,startDateTime,stopDateTime,lat,lon,mooring.uid,CUID_Deploy,node.uid,versionNumber,deployedBy,CUID_Recover,recoveredBy,orbit,deployment_depth,water_depth,notes,electrical.uid,assembly_template_revision
1,CE02SHSP-SP001-00-SPPENG000,CGCON-CSPPCE-00001,2015-03-18T19:20:00,2015-04-02T00:00:00,44.6391,-124.30043,CGMCE-02SHSP-00001,EK-1503,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
1,CE02SHSP-SP001-01-DOSTAJ000,CGINS-DOSTAJ-00209,2015-03-18T19:20:00,2015-04-02T00:00:00,44.6391,-124.30043,CGMCE-02SHSP-00001,EK-1503,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
1,CE02SHSP-SP001-02-VELPTJ000,CGINS-VELPTJ-11259,2015-03-18T19:20:00,2015-04-02T00:00:00,44.6391,-124.30043,CGMCE-02SHSP-00001,EK-1503,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
1,CE02SHSP-SP001-04-OPTAAJ000,CGINS-OPTAAJ-00137,2015-03-18T19:20:00,2015-04-02T00:00:00,44.6391,-124.30043,CGMCE-02SHSP-00001,EK-1503,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
1,CE02SHSP-SP001-05-NUTNRJ000,CGINS-NUTNRJ-00337,2015-03-18T19:20:00,2015-04-02T00:00:00,44.6391,-124.30043,CGMCE-02SHSP-00001,EK-1503,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
1,CE02SHSP-SP001-06-SPKIRJ000,CGINS-SPKIRJ-00237,2015-03-18T19:20:00,2015-04-02T00:00:00,44.6391,-124.30043,CGMCE-02SHSP-00001,EK-1503,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
1,CE02SHSP-SP001-07-FLORTJ000,CGINS-FLORTJ-01084,2015-03-18T19:20:00,2015-04-02T00:00:00,44.6391,-124.30043,CGMCE-02SHSP-00001,EK-1503,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
1,CE02SHSP-SP001-08-CTDPFJ000,CGINS-CTDPFJ-00308,2015-03-18T19:20:00,2015-04-02T00:00:00,44.6391,-124.30043,CGMCE-02SHSP-00001,EK-1503,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
1,CE02SHSP-SP001-09-PARADJ000,CGINS-PARADJ-00365,2015-03-18T19:20:00,2015-04-02T00:00:00,44.6391,-124.30043,CGMCE-02SHSP-00001,EK-1503,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
2,CE02SHSP-SP001-01-DOSTAJ000,CGINS-DOSTAJ-00352,2015-03-18T20:15:00,2015-04-30T00:00:00,44.63586,-124.29882,CGMCE-02SHSP-00002,EK-1503,CGVEH-CSPPCE-00002,1,,,,,80,80,,,
2,CE02SHSP-SP001-04-OPTAAJ000,CGINS-OPTAAJ-00139,2015-03-18T20:15:00,2015-04-30T00:00:00,44.63586,-124.29882,CGMCE-02SHSP-00002,EK-1503,CGVEH-CSPPCE-00002,1,,,,,80,80,,,
2,CE02SHSP-SP001-02-VELPTJ000,CGINS-VELPTJ-11912,2015-03-18T20:15:00,2015-04-30T00:00:00,44.63586,-124.29882,CGMCE-02SHSP-00002,EK-1503,CGVEH-CSPPCE-00002,1,,,,,80,80,,,
2,CE02SHSP-SP001-05-NUTNRJ000,CGINS-NUTNRJ-00425,2015-03-18T20:15:00,2015-04-30T00:00:00,44.63586,-124.29882,CGMCE-02SHSP-00002,EK-1503,CGVEH-CSPPCE-00002,1,,,,,80,80,,,
2,CE02SHSP-SP001-06-SPKIRJ000,CGINS-SPKIRJ-00264,2015-03-18T20:15:00,2015-04-30T00:00:00,44.63586,-124.29882,CGMCE-02SHSP-00002,EK-1503,CGVEH-CSPPCE-00002,1,,,,,80,80,,,
2,CE02SHSP-SP001-07-FLORTJ000,CGINS-FLORTJ-01206,2015-03-18T20:15:00,2015-04-30T00:00:00,44.63586,-124.29882,CGMCE-02SHSP-00002,EK-1503,CGVEH-CSPPCE-00002,1,,,,,80,80,,,
2,CE02SHSP-SP001-08-CTDPFJ000,CGINS-CTDPFJ-00349,2015-03-18T20:15:00,2015-04-30T00:00:00,44.63586,-124.29882,CGMCE-02SHSP-00002,EK-1503,CGVEH-CSPPCE-00002,1,,,,,80,80,,,
2,CE02SHSP-SP001-09-PARADJ000,CGINS-PARADJ-00434,2015-03-18T20:15:00,2015-04-30T00:00:00,44.63586,-124.29882,CGMCE-02SHSP-00002,EK-1503,CGVEH-CSPPCE-00002,1,,,,,80,80,,,
2,CE02SHSP-SP001-00-SPPENG000,CGCON-CSPPCE-00002,2015-03-18T20:15:00,2015-04-30T00:00:00,44.63586,-124.29882,CGMCE-02SHSP-00002,EK-1503,CGVEH-CSPPCE-00002,1,,,,,80,80,,,
3,CE02SHSP-SP001-00-SPPENG000,CGCON-CSPPCE-00001,2016-08-23T18:00:00,2016-10-02T16:52:00,44.63781,-124.31112,CGMCE-02SHSP-00003,EK-1608,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
3,CE02SHSP-SP001-01-DOSTAJ000,CGINS-DOSTAD-00314,2016-08-23T18:00:00,2016-10-02T16:52:00,44.63781,-124.31112,CGMCE-02SHSP-00003,EK-1608,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
3,CE02SHSP-SP001-02-VELPTJ000,CGINS-VELPTJ-11259,2016-08-23T18:00:00,2016-10-02T16:52:00,44.63781,-124.31112,CGMCE-02SHSP-00003,EK-1608,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
3,CE02SHSP-SP001-04-OPTAAJ000,CGINS-OPTAAJ-00137,2016-08-23T18:00:00,2016-10-02T16:52:00,44.63781,-124.31112,CGMCE-02SHSP-00003,EK-1608,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
3,CE02SHSP-SP001-05-NUTNRJ000,CGINS-NUTNRJ-00425,2016-08-23T18:00:00,2016-10-02T16:52:00,44.63781,-124.31112,CGMCE-02SHSP-00003,EK-1608,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
3,CE02SHSP-SP001-06-SPKIRJ000,CGINS-SPKIRB-00231,2016-08-23T18:00:00,2016-10-02T16:52:00,44.63781,-124.31112,CGMCE-02SHSP-00003,EK-1608,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
3,CE02SHSP-SP001-07-FLORTJ000,CGINS-FLORTJ-01084,2016-08-23T18:00:00,2016-10-02T16:52:00,44.63781,-124.31112,CGMCE-02SHSP-00003,EK-1608,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
3,CE02SHSP-SP001-08-CTDPFJ000,CGINS-CTDPFJ-00308,2016-08-23T18:00:00,2016-10-02T16:52:00,44.63781,-124.31112,CGMCE-02SHSP-00003,EK-1608,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
3,CE02SHSP-SP001-09-PARADJ000,CGINS-PARADJ-00365,2016-08-23T18:00:00,2016-10-02T16:52:00,44.63781,-124.31112,CGMCE-02SHSP-00003,EK-1608,CGVEH-CSPPCE-00001,1,,,,,80,80,,,
4,CE02SHSP-SP001-00-SPPENG000,CGCON-CSPPCE-00006,2016-10-11T19:03:00,2017-01-06T00:00:00,44.6389,-124.2990333,CGMCE-02SHSP-00004,PS1610A,CGVEH-CSPPCE-00006,1,,,,,80,80,WLP-006,,
4,CE02SHSP-SP001-01-DOSTAJ000,CGINS-DOSTAJ-00209,2016-10-11T19:03:00,2017-01-06T00:00:00,44.6389,-124.2990333,CGMCE-02SHSP-00004,PS1610A,CGVEH-CSPPCE-00006,1,,,,,80,80,AA209,,
4,CE02SHSP-SP001-02-VELPTJ000,CGINS-VELPTJ-11900,2016-10-11T19:03:00,2017-01-06T00:00:00,44.6389,-124.2990333,CGMCE-02SHSP-00004,PS1610A,CGVEH-CSPPCE-00006,1,,,,,80,80,AQD11900,,
4,CE02SHSP-SP001-04-OPTAAJ000,CGINS-OPTAAD-00174,2016-10-11T19:03:00,2017-01-06T00:00:00,44.6389,-124.2990333,CGMCE-02SHSP-00004,PS1610A,CGVEH-CSPPCE-00006,1,,,,,80,80,ACS174,,
4,CE02SHSP-SP001-05-NUTNRJ000,CGINS-NUTNRJ-00337,2016-10-11T19:03:00,2017-01-06T00:00:00,44.6389,-124.2990333,CGMCE-02SHSP-00004,PS1610A,CGVEH-CSPPCE-00006,1,,,,,80,80,SNA0337,,
4,CE02SHSP-SP001-06-SPKIRJ000,CGINS-SPKIRJ-00252,2016-10-11T19:03:00,2017-01-06T00:00:00,44.6389,-124.2990333,CGMCE-02SHSP-00004,PS1610A,CGVEH-CSPPCE-00006,1,,,,,80,80,OCR252,,
4,CE02SHSP-SP001-07-FLORTJ000,CGINS-FLORTJ-01156,2016-10-11T19:03:00,2017-01-06T00:00:00,44.6389,-124.2990333,CGMCE-02SHSP-00004,PS1610A,CGVEH-CSPPCE-00006,1,,,,,80,80,ECO1156,,
4,CE02SHSP-SP001-08-CTDPFJ000,CGINS-CTDPFJ-00349,2016-10-11T19:03:00,2017-01-06T00:00:00,44.6389,-124.2990333,CGMCE-02SHSP-00004,PS1610A,CGVEH-CSPPCE-00006,1,,,,,80,80,49-00349,,
4,CE02SHSP-SP001-09-PARADJ000,CGINS-PARADJ-00412,2016-10-11T19:03:00,2017-01-06T00:00:00,44.6389,-124.2990333,CGMCE-02SHSP-00004,PS1610A,CGVEH-CSPPCE-00006,1,,,,,80,80,PARS412,,
5,CE02SHSP-SP001-00-SPPENG000,CGCON-CSPPCE-00006,2017-02-13T19:05:00,2017-03-16T20:45:00,44.6372,-124.299071,CGMCE-02SHSP-00005,PS1702A,CGVEH-CSPPCE-00006,1,,,,,80,80,WLP-006,,
5,CE02SHSP-SP001-01-DOSTAJ000,CGINS-DOSTAJ-00672,2017-02-13T19:05:00,2017-03-16T20:45:00,44.6372,-124.299071,CGMCE-02SHSP-00005,PS1702A,CGVEH-CSPPCE-00006,1,,,,,80,80,AA672,,
5,CE02SHSP-SP001-02-VELPTJ000,CGINS-VELPTJ-11900,2017-02-13T19:05:00,2017-03-16T20:45:00,44.6372,-124.299071,CGMCE-02SHSP-00005,PS1702A,CGVEH-CSPPCE-00006,1,,,,,80,80,AQD11900,,
5,CE02SHSP-SP001-04-OPTAAJ000,CGINS-OPTAAD-00174,2017-02-13T19:05:00,2017-03-16T20:45:00,44.6372,-124.299071,CGMCE-02SHSP-00005,PS1702A,CGVEH-CSPPCE-00006,1,,,,,80,80,ACS174,,
5,CE02SHSP-SP001-05-NUTNRJ000,CGINS-NUTNRJ-00337,2017-02-13T19:05:00,2017-03-16T20:45:00,44.6372,-124.299071,CGMCE-02SHSP-00005,PS1702A,CGVEH-CSPPCE-00006,1,,,,,80,80,SNA0337,,
5,CE02SHSP-SP001-06-SPKIRJ000,CGINS-SPKIRJ-00252,2017-02-13T19:05:00,2017-03-16T20:45:00,44.6372,-124.299071,CGMCE-02SHSP-00005,PS1702A,CGVEH-CSPPCE-00006,1,,,,,80,80,OCR252,,
5,CE02SHSP-SP001-07-FLORTJ000,CGINS-FLORTJ-01156,2017-02-13T19:05:00,2017-03-16T20:45:00,44.6372,-124.299071,CGMCE-02SHSP-00005,PS1702A,CGVEH-CSPPCE-00006,1,,,,,80,80,ECO1156,,
5,CE02SHSP-SP001-08-CTDPFJ000,CGINS-CTDPFJ-00349,2017-02-13T19:05:00,2017-03-16T20:45:00,44.6372,-124.299071,CGMCE-02SHSP-00005,PS1702A,CGVEH-CSPPCE-00006,1,,,,,80,80,49-00349,,
5,CE02SHSP-SP001-09-PARADJ000,CGINS-PARADJ-00412,2017-02-13T19:05:00,2017-03-16T20:45:00,44.6372,-124.299071,CGMCE-02SHSP-00005,PS1702A,CGVEH-CSPPCE-00006,1,,,,,80,80,PARS412,,
6,CE02SHSP-SP001-00-SPPENG000,CGCON-CSPPCE-00003,2017-04-22T04:44:00,2017-04-26T23:59:59,44.637622,-124.303842,CGMCE-02SHSP-00006,SKQ201704S,CGVEH-CSPPCE-00003,1,,,,,80,80,,,
