serial,name,value,notes
1707,CC_dark_counts_cdom,50,date in filename comes from dev file
1707,CC_scale_factor_cdom,0.0895,
1707,CC_dark_counts_chlorophyll_a,50,
1707,CC_scale_factor_chlorophyll_a,0.0116,
1707,CC_dark_counts_volume_scatter,49,
1707,CC_scale_factor_volume_scatter,3.663e-06,
1707,CC_depolarization_ratio,0.039,Constant
1707,CC_measurement_wavelength,700,[nm]; Constant
1707,CC_scattering_angle,124,[degrees]; Constant
1707,CC_angular_resolution,1.076,Erroneously named constant; this coefficient scales the particulate scattering at 124 degrees to total backscatter from particles
