serial,name,value,notes
37-13376,CC_a0,-1.372329e-04,source_file 3305-00101-00859-A_SN_37-13376_QCT_Results_CTDMO-R.txt
37-13376,CC_a1,3.045334e-04,
37-13376,CC_a2,-3.888054e-06,
37-13376,CC_a3,1.878842e-07,
37-13376,CC_cpcor,-9.570000e-08,
37-13376,CC_ctcor,3.250000e-06,
37-13376,CC_g,-9.927042e-01,
37-13376,CC_h,1.372150e-01,
37-13376,CC_i,-2.094783e-04,
37-13376,CC_j,3.513503e-05,
37-13376,CC_p_range,5076,
37-13376,CC_pa0,3.507210e-01,
37-13376,CC_pa1,1.592046e-02,
37-13376,CC_pa2,-7.488024e-10,
37-13376,CC_ptca0,5.246476e+05,
37-13376,CC_ptca1,2.392989e+00,
37-13376,CC_ptca2,-6.348036e-02,
37-13376,CC_ptcb0,2.500613e+01,
37-13376,CC_ptcb1,-1.750000e-04,
37-13376,CC_ptcb2,0.000000e+00,
37-13376,CC_ptempa0,2.800679e+02,
37-13376,CC_ptempa1,-1.386694e-01,
37-13376,CC_ptempa2,8.108790e-06,
37-13376,CC_wbotc,1.237838e-07,
